mapping_id,source_benchmark,target_benchmark,source_scenario_id,source_scenario,source_leaderboard_id,target_scenario_id,target_scenario,target_leaderboard_id,overlapping_players,correlation,source_cutoff,source_percentile,global_percentile_target_score,paired_window_target_score,paired_monotonic_target_score,linear_regression_target_score,trimmed_regression_target_score,log_regression_target_score,confidence
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,controlsphere-far-far-larger-90,"Controlsphere Far, Far Larger 90%",128692,flower-easier-50cm,Flower Easier 50cm,185354,3091,0.7735084918726103,10200,61.33474776942166,3457,2762,2742.5045871559632,2940.080529853209,2939.131070529537,2893.1741714477366,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,controlsphere-far-far-larger-90,"Controlsphere Far, Far Larger 90%",128692,flower-easier-50cm,Flower Easier 50cm,185354,3091,0.7735084918726103,10900,74.20106461573434,3698,3127,3035.5635738831616,3195.8399637251878,3209.04799377606,3128.854650053345,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,controlsphere-far-far-larger-90,"Controlsphere Far, Far Larger 90%",128692,flower-easier-50cm,Flower Easier 50cm,185354,3091,0.7735084918726103,11500,82.12695826782095,3815,3651,3603.447619047619,3415.062335615455,3440.4053565587947,3333.052367178029,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,pgti-voltaic-easy-80,PGTI Voltaic Easy 80%,2107,pgti-voltaic-easy-smoother,PGTI Voltaic Easy Smoother,184878,2883,0.8978985756633077,350,1.134637014819346,547,1081,1228,615.3728147053869,599.1286481765353,519.6548405875087,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,pgti-voltaic-easy-80,PGTI Voltaic Easy 80%,2107,pgti-voltaic-easy-smoother,PGTI Voltaic Easy Smoother,184878,2883,0.8978985756633077,550,5.057521163446928,928,1081,1228,832.1630065309595,817.6922558852893,771.647236690544,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,pgti-voltaic-easy-80,PGTI Voltaic Easy 80%,2107,pgti-voltaic-easy-smoother,PGTI Voltaic Easy Smoother,184878,2883,0.8978985756633077,850,17.128085719359866,1428,1171,1228,1157.3482942693183,1145.5376674484205,1129.2523849177692,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,pgti-voltaic-easy-80,PGTI Voltaic Easy 80%,2107,pgti-voltaic-easy-smoother,PGTI Voltaic Easy Smoother,184878,2883,0.8978985756633077,1100,31.58040136551098,1791,1405,1417.3084112149534,1428.336034051284,1418.742177084363,1414.9375108874688,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,pgti-voltaic-easy-80,PGTI Voltaic Easy 80%,2107,pgti-voltaic-easy-smoother,PGTI Voltaic Easy Smoother,184878,2883,0.8978985756633077,1350,47.86589577125718,2168,1686,1716,1699.3237738332498,1691.9466867203055,1692.5294996790922,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,pgti-voltaic-easy-80,PGTI Voltaic Easy 80%,2107,pgti-voltaic-easy-smoother,PGTI Voltaic Easy Smoother,184878,2883,0.8978985756633077,1600,62.52145943919333,2515,1975,1979.2278481012659,1970.3115136152155,1965.151196356248,1963.7169603940688,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,pgti-voltaic-easy-80,PGTI Voltaic Easy 80%,2107,pgti-voltaic-easy-smoother,PGTI Voltaic Easy Smoother,184878,2883,0.8978985756633077,1900,78.20904947017384,2734,2269,2287.92,2295.4968013535745,2292.996607919379,2282.2477145620305,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,pgti-voltaic-easy-80,PGTI Voltaic Easy 80%,2107,pgti-voltaic-easy-smoother,PGTI Voltaic Easy Smoother,184878,2883,0.8978985756633077,2250,88.318171951773,2992,2628,2628,2674.879637048326,2675.4829214096985,2646.0185739959325,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,air-celestial-no-ufo-easy-slowed,Air CELESTIAL No UFO Easy Slowed,131872,air-celestial-no-ufo-easier,Air CELESTIAL No UFO Easier,185640,2801,0.8690273014285677,820,5.116686987956961,835.93,842.4,853.86,815.8361578767141,816.7925340427634,816.1096290200965,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,air-celestial-no-ufo-easy-slowed,Air CELESTIAL No UFO Easy Slowed,131872,air-celestial-no-ufo-easier,Air CELESTIAL No UFO Easier,185640,2801,0.8690273014285677,835,8.691094996684422,848.97,844.42,853.86,831.2123032533513,832.1122929403655,831.3981974168341,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,air-celestial-no-ufo-easy-slowed,Air CELESTIAL No UFO Easy Slowed,131872,air-celestial-no-ufo-easier,Air CELESTIAL No UFO Easier,185640,2801,0.8690273014285677,850,15.34364371430405,861.12,851.07,853.86,846.5884486299883,847.4320518379675,846.693324527949,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,air-celestial-no-ufo-easy-slowed,Air CELESTIAL No UFO Easy Slowed,131872,air-celestial-no-ufo-easier,Air CELESTIAL No UFO Easier,185640,2801,0.8690273014285677,861,23.03364777856211,869.73,859.65,859.3655084745762,857.8642885728556,858.6665416962092,857.9138539096131,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,air-celestial-no-ufo-easy-slowed,Air CELESTIAL No UFO Easy Slowed,131872,air-celestial-no-ufo-easier,Air CELESTIAL No UFO Easier,185640,2801,0.8690273014285677,870,32.971828274401595,878.18,866.73,866.6052959028832,867.0899757988379,867.8583970347704,867.0968350156829,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,air-celestial-no-ufo-easy-slowed,Air CELESTIAL No UFO Easy Slowed,131872,air-celestial-no-ufo-easier,Air CELESTIAL No UFO Easier,185640,2801,0.8690273014285677,878,44.88224347044857,885.89,873.27,873.6223479729729,875.2905866663777,876.0289351134915,875.2613898425801,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,air-celestial-no-ufo-easy-slowed,Air CELESTIAL No UFO Easy Slowed,131872,air-celestial-no-ufo-easier,Air CELESTIAL No UFO Easier,185640,2801,0.8690273014285677,884,56.275000534770804,893.42,880.11,880.370412979351,881.4410448170325,882.1568386725323,881.3859725092608,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,air-celestial-no-ufo-easy-slowed,Air CELESTIAL No UFO Easy Slowed,131872,air-celestial-no-ufo-easier,Air CELESTIAL No UFO Easier,185640,2801,0.8690273014285677,890,67.92444758176646,897.09,890.68,891.1072384937237,887.5915029676873,888.2847422315732,887.5115477087311,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,whisphere-small-slow-55,Whisphere Small & Slow 55%,128693,rawcontrolsphere-easier,RawControlSphere Easier,185356,2839,0.8343325338253831,6000,1.227828063481755,5148,7765.5,8740.5,3625.419201003896,3473.884514236265,4342.931580020214,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,whisphere-small-slow-55,Whisphere Small & Slow 55%,128693,rawcontrolsphere-easier,RawControlSphere Easier,185356,2839,0.8343325338253831,7500,4.251735195031863,6609,7800,8740.5,5462.161019384368,5361.650061043516,5833.439031460484,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,whisphere-small-slow-55,Whisphere Small & Slow 55%,128693,rawcontrolsphere-easier,RawControlSphere Easier,185356,2839,0.8343325338253831,9000,11.7485895198279,8220,7966.5,8740.5,7298.902837764839,7249.415607850766,7423.761922344604,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,whisphere-small-slow-55,Whisphere Small & Slow 55%,128693,rawcontrolsphere-easier,RawControlSphere Easier,185356,2839,0.8343325338253831,10000,21.09631854527743,9546,8865,8835.1,8523.39738335182,8507.925972388934,8533.516176041612,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,whisphere-small-slow-55,Whisphere Small & Slow 55%,128693,rawcontrolsphere-easier,RawControlSphere Easier,185356,2839,0.8343325338253831,10750,30.736290944514348,10443,9369,9426.35,9441.768292542054,9451.808745792558,9389.849670351852,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,whisphere-small-slow-55,Whisphere Small & Slow 55%,128693,rawcontrolsphere-easier,RawControlSphere Easier,185356,2839,0.8343325338253831,11500,42.80147745261193,11514,10170,10065.313953488372,10360.13920173229,10395.691519196183,10265.668730203615,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,whisphere-small-slow-55,Whisphere Small & Slow 55%,128693,rawcontrolsphere-easier,RawControlSphere Easier,185356,2839,0.8343325338253831,12250,57.47858911393433,12711,11245.5,11166,11278.510110922525,11339.574292599807,11160.101696635436,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,whisphere-small-slow-55,Whisphere Small & Slow 55%,128693,rawcontrolsphere-easier,RawControlSphere Easier,185356,2839,0.8343325338253831,13500,78.59926127369403,14106,13482,13563.807692307691,12809.12829290625,12912.712248272515,12690.101159594375,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,air-voltaic-invincible-7-easy-80,Air Voltaic Invincible 7 Easy 80%,128694,ground-plaza-sparky-v3-easy,Ground Plaza Sparky v3 Easy,134502,2903,0.8200796779600219,750,0.07421373555840821,718.85,838.94,849.495,794.2268396877236,801.3284947924142,742.0155352325901,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,air-voltaic-invincible-7-easy-80,Air Voltaic Invincible 7 Easy 80%,128694,ground-plaza-sparky-v3-easy,Ground Plaza Sparky v3 Easy,134502,2903,0.8200796779600219,1200,0.5275192554557124,764.67,838.94,849.495,811.9489241879974,817.8177667836038,787.3393655520172,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,air-voltaic-invincible-7-easy-80,Air Voltaic Invincible 7 Easy 80%,128694,ground-plaza-sparky-v3-easy,Ground Plaza Sparky v3 Easy,134502,2903,0.8200796779600219,1600,2.701781129653402,809.31,839.5350000000001,849.495,827.7018881882406,832.474897442439,816.4366979347383,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,air-voltaic-invincible-7-easy-80,Air Voltaic Invincible 7 Easy 80%,128694,ground-plaza-sparky-v3-easy,Ground Plaza Sparky v3 Easy,134502,2903,0.8200796779600219,1900,8.179557124518613,841.4,843.375,849.495,839.5166111884231,843.4677454365655,834.3288625817249,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,air-voltaic-invincible-7-easy-80,Air Voltaic Invincible 7 Easy 80%,128694,ground-plaza-sparky-v3-easy,Ground Plaza Sparky v3 Easy,134502,2903,0.8200796779600219,2200,20.58127406931964,862.54,853.0999999999999,853.6636602870814,851.3313341886055,854.4605934306919,849.9020614642827,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,air-voltaic-invincible-7-easy-80,Air Voltaic Invincible 7 Easy 80%,128694,ground-plaza-sparky-v3-easy,Ground Plaza Sparky v3 Easy,134502,2903,0.8200796779600219,2500,40.56081514762516,878.32,866.305,866.3508,863.1460571887881,865.4534414248184,863.718426089346,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,air-voltaic-invincible-7-easy-80,Air Voltaic Invincible 7 Easy 80%,128694,ground-plaza-sparky-v3-easy,Ground Plaza Sparky v3 Easy,134502,2903,0.8200796779600219,2800,65.06538831835687,890.02,878.075,877.8653658536585,874.9607801889705,876.4462894189447,876.1548171948785,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,air-voltaic-invincible-7-easy-80,Air Voltaic Invincible 7 Easy 80%,128694,ground-plaza-sparky-v3-easy,Ground Plaza Sparky v3 Easy,134502,2903,0.8200796779600219,3200,86.6094351732991,900,891.2,891.0328666666667,890.7137441892138,891.10342007778,891.0381914446789,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,controlsphere-ow-long-strafes-90,Controlsphere OW Long Strafes 90%,128697,air-spectral-easy-85,Air Spectral Easy 85%,185693,2552,0.7240918683840228,5400,15.802666779011226,917.15,915.91,916.78,911.7753938555148,913.8426233868283,911.192098137644,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,controlsphere-ow-long-strafes-90,Controlsphere OW Long Strafes 90%,128697,air-spectral-easy-85,Air Spectral Easy 85%,185693,2552,0.7240918683840228,6100,24.205337770943483,921.14,917.95,917.7747242206235,915.3036140121369,917.0555795554313,915.6704489229712,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,controlsphere-ow-long-strafes-90,Controlsphere OW Long Strafes 90%,128697,air-spectral-easy-85,Air Spectral Easy 85%,185693,2552,0.7240918683840228,6700,32.795483748657134,924.31,920.1800000000001,920.1898696461826,918.327802717813,919.8095419856626,919.1324264313462,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,controlsphere-ow-long-strafes-90,Controlsphere OW Long Strafes 90%,128697,air-spectral-easy-85,Air Spectral Easy 85%,185693,2552,0.7240918683840228,7200,41.07598003075432,926.68,920.3299999999999,920.6833519553073,920.847959972543,922.104510677522,921.7971684824267,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,controlsphere-ow-long-strafes-90,Controlsphere OW Long Strafes 90%,128697,air-spectral-easy-85,Air Spectral Easy 85%,185693,2552,0.7240918683840228,7600,49.126872116782174,928.78,923.815,923.6126691729323,922.8640857763271,923.9404856310094,923.8040300742853,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,controlsphere-ow-long-strafes-90,Controlsphere OW Long Strafes 90%,128697,air-spectral-easy-85,Air Spectral Easy 85%,185693,2552,0.7240918683840228,8000,57.912918922334796,931.22,924.745,924.4713432835821,924.8802115801111,925.7764605844969,925.7119678652537,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,controlsphere-ow-long-strafes-90,Controlsphere OW Long Strafes 90%,128697,air-spectral-easy-85,Air Spectral Easy 85%,185693,2552,0.7240918683840228,8300,65.94485286373308,932.26,926.1,925.6112222222222,926.3923059329492,927.1534417996126,927.0837521691451,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,controlsphere-ow-long-strafes-90,Controlsphere OW Long Strafes 90%,128697,air-spectral-easy-85,Air Spectral Easy 85%,185693,2552,0.7240918683840228,8700,74.81515808986161,933.43,931.6949999999999,931.5992957746479,928.4084317367332,928.9894167530999,928.840571268565,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,flicker-plaza-raim-easy-less-blinks,Flicker Plaza rAim Easy Less Blinks,128774,vt-aether-novice-s5-bot-1,VT Aether Novice S5 Bot 1,108042,2595,0.6011504110031867,858,1.3121778134832964,1069,1755.5,1972,776.3036765786092,528.6571882082644,1187.1604231618098,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,flicker-plaza-raim-easy-less-blinks,Flicker Plaza rAim Easy Less Blinks,128774,vt-aether-novice-s5-bot-1,VT Aether Novice S5 Bot 1,108042,2595,0.6011504110031867,871,3.0885273705117045,1285,1798.5,1972,1245.5079772742392,1055.906303237447,1444.4698306079308,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,flicker-plaza-raim-easy-less-blinks,Flicker Plaza rAim Easy Less Blinks,128774,vt-aether-novice-s5-bot-1,VT Aether Novice S5 Bot 1,108042,2595,0.6011504110031867,883,7.366494833857757,1583,1880.5,1972,1678.6196394548242,1542.597794033616,1726.7623607651951,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,flicker-plaza-raim-easy-less-blinks,Flicker Plaza rAim Easy Less Blinks,128774,vt-aether-novice-s5-bot-1,VT Aether Novice S5 Bot 1,108042,2595,0.6011504110031867,890,12.438910089040638,1765,1972,1972,1931.2681090601654,1826.5011636647105,1914.123176256043,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,flicker-plaza-raim-easy-less-blinks,Flicker Plaza rAim Easy Less Blinks,128774,vt-aether-novice-s5-bot-1,VT Aether Novice S5 Bot 1,108042,2595,0.6011504110031867,895,18.515543058623997,1929,2096.5,2143.0857142857153,2111.7313016354055,2029.2892848297852,2059.255312158358,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,flicker-plaza-raim-easy-less-blinks,Flicker Plaza rAim Easy Less Blinks,128774,vt-aether-novice-s5-bot-1,VT Aether Novice S5 Bot 1,108042,2595,0.6011504110031867,900,27.736493271741313,2102,2201.5,2201.4355300859597,2292.1944942106493,2232.0774059948526,2214.489783686337,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,flicker-plaza-raim-easy-less-blinks,Flicker Plaza rAim Easy Less Blinks,128774,vt-aether-novice-s5-bot-1,VT Aether Novice S5 Bot 1,108042,2595,0.6011504110031867,904,37.97058757894267,2260,2218,2266,2436.5650482708443,2394.3079029269065,2346.3806695980993,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,flicker-plaza-raim-easy-less-blinks,Flicker Plaza rAim Easy Less Blinks,128774,vt-aether-novice-s5-bot-1,VT Aether Novice S5 Bot 1,108042,2595,0.6011504110031867,909,53.451161545156324,2471,2447.5,2423.9021739130444,2617.0282408460844,2597.0960240919812,2521.4396909639936,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,polarized-hell-easy-40-slower,Polarized Hell Easy 40% Slower,128775,plink-palace-easy-less-blinks,Plink Palace Easy Less Blinks,184534,2460,0.7922126149281955,750,0.2060514044029932,1310,2069,2292,1220.3230291423583,1197.497439938454,1150.519888256903,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,polarized-hell-easy-40-slower,Polarized Hell Easy 40% Slower,128775,plink-palace-easy-less-blinks,Plink Palace Easy Less Blinks,184534,2460,0.7922126149281955,1100,2.0496692332718793,1654,2069,2292,1588.1139835287606,1571.9641076098924,1567.1822643283804,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,polarized-hell-easy-40-slower,Polarized Hell Easy 40% Slower,128775,plink-palace-easy-less-blinks,Plink Palace Easy Less Blinks,184534,2460,0.7922126149281955,1400,8.140114954994035,2093,2118,2292,1903.3633730028198,1892.9355370425537,1903.8747194739278,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,polarized-hell-easy-40-slower,Polarized Hell Easy 40% Slower,128775,plink-palace-easy-less-blinks,Plink Palace Easy Less Blinks,184534,2460,0.7922126149281955,1600,15.22394534215378,2305,2246,2292,2113.5296326521925,2106.9164899976613,2120.4910607727875,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,polarized-hell-easy-40-slower,Polarized Hell Easy 40% Slower,128775,plink-palace-easy-less-blinks,Plink Palace Easy Less Blinks,184534,2460,0.7922126149281955,1800,25.650146404945236,2530,2342,2340.8914285714286,2323.6958923015654,2320.897442952769,2331.9287507832314,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,polarized-hell-easy-40-slower,Polarized Hell Easy 40% Slower,128775,plink-palace-easy-less-blinks,Plink Palace Easy Less Blinks,184534,2460,0.7922126149281955,2000,39.58139030473918,2767,2484,2488.4210526315787,2533.862151950938,2534.878395907877,2538.869916132989,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,polarized-hell-easy-40-slower,Polarized Hell Easy 40% Slower,128775,plink-palace-easy-less-blinks,Plink Palace Easy Less Blinks,184534,2460,0.7922126149281955,2150,52.63203557097928,2946,2690,2698.626506024096,2691.4868466879675,2695.3641106242076,2691.4499605504243,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,polarized-hell-easy-40-slower,Polarized Hell Easy 40% Slower,128775,plink-palace-easy-less-blinks,Plink Palace Easy Less Blinks,184534,2460,0.7922126149281955,2500,80.25593753389003,3271,3117,3100.344827586207,3059.2778010743696,3069.830778295646,3039.7960973700187,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,air-pure-intermediate-slower-no-ufo,Air Pure Intermediate Slower No UFO,128776,air-pure-easier-no-ufo,Air Pure Easier No UFO,185405,2424,0.851412212303251,860,3.6327684914813876,907.39,913.165,920.24,902.7296921024631,902.5012102430458,903.0216142306094,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,air-pure-intermediate-slower-no-ufo,Air Pure Intermediate Slower No UFO,128776,air-pure-easier-no-ufo,Air Pure Easier No UFO,185405,2424,0.851412212303251,874,7.764467845400409,915.46,915.875,920.24,911.2537404362433,911.2021353874054,911.5523608418907,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,air-pure-intermediate-slower-no-ufo,Air Pure Intermediate Slower No UFO,128776,air-pure-easier-no-ufo,Air Pure Easier No UFO,185405,2424,0.851412212303251,886,14.96792587312901,922.5,920.07,920.24,918.5600675794835,918.6600712254279,918.819097903438,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,air-pure-intermediate-slower-no-ufo,Air Pure Intermediate Slower No UFO,128776,air-pure-easier-no-ufo,Air Pure Easier No UFO,185405,2424,0.851412212303251,893,22.210470650449498,926.87,923.405,923.4030641821946,922.8220917463736,923.0105337976079,923.0390443168428,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,air-pure-intermediate-slower-no-ufo,Air Pure Intermediate Slower No UFO,128776,air-pure-easier-no-ufo,Air Pure Easier No UFO,185405,2424,0.851412212303251,901,34.47911158117398,931.96,926.14,925.9746818923328,927.6929765085338,927.9824910229562,927.8449565669938,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,air-pure-intermediate-slower-no-ufo,Air Pure Intermediate Slower No UFO,128776,air-pure-easier-no-ufo,Air Pure Easier No UFO,185405,2424,0.851412212303251,907,47.15471455176695,936.19,930.53,930.59644486692,931.3461400801539,931.7114589419675,931.4377022915696,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,air-pure-intermediate-slower-no-ufo,Air Pure Intermediate Slower No UFO,128776,air-pure-easier-no-ufo,Air Pure Easier No UFO,185405,2424,0.851412212303251,911,58.09440599636723,938.62,932.855,932.8075221238937,933.7815824612339,934.1974375546416,933.8273523870288,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,air-pure-intermediate-slower-no-ufo,Air Pure Intermediate Slower No UFO,128776,air-pure-easier-no-ufo,Air Pure Easier No UFO,185405,2424,0.851412212303251,916,71.25974294714091,941.04,937.99,937.7483333333333,936.825885437584,937.3049108204845,936.8082602745288,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,air-voltaic-easy-invincible-4-80,Air Voltaic Easy Invincible 4 80%,128781,air-voltaic-invincible-4-easier,Air Voltaic Invincible 4 Easier,185406,2420,0.8573020923109965,1100,0.11027546811936217,1646,2838,3147,1501.133744091539,1452.1197011388485,1453.8140771255999,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,air-voltaic-easy-invincible-4-80,Air Voltaic Easy Invincible 4 80%,128781,air-voltaic-invincible-4-easier,Air Voltaic Invincible 4 Easier,185406,2420,0.8573020923109965,1600,0.7145850334134668,2111,2838,3147,2044.1933001695497,2007.0699302403427,2032.6351315512024,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,air-voltaic-easy-invincible-4-80,Air Voltaic Easy Invincible 4 80%,128781,air-voltaic-invincible-4-easier,Air Voltaic Invincible 4 Easier,185406,2420,0.8573020923109965,2100,4.481595024370878,2727,2842,3147,2587.2528562475604,2562.020159341837,2592.344549679317,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,air-voltaic-easy-invincible-4-80,Air Voltaic Easy Invincible 4 80%,128781,air-voltaic-invincible-4-easier,Air Voltaic Invincible 4 Easier,185406,2420,0.8573020923109965,2450,13.40949692331444,3169,3068,3147,2967.394545502168,2950.4853197128828,2975.5888313275896,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,air-voltaic-easy-invincible-4-80,Air Voltaic Easy Invincible 4 80%,128781,air-voltaic-invincible-4-easier,Air Voltaic Invincible 4 Easier,185406,2420,0.8573020923109965,2800,30.947707373017796,3634,3339,3315.6181818181817,3347.5362347567757,3338.9504800839286,3353.076837562906,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,air-voltaic-easy-invincible-4-80,Air Voltaic Easy Invincible 4 80%,128781,air-voltaic-invincible-4-easier,Air Voltaic Invincible 4 Easier,185406,2420,0.8573020923109965,3150,54.641494453143956,4140,3709,3704.7297297297296,3727.677924011383,3727.4156404549744,3725.6032584787968,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,air-voltaic-easy-invincible-4-80,Air Voltaic Easy Invincible 4 80%,128781,air-voltaic-invincible-4-easier,Air Voltaic Invincible 4 Easier,185406,2420,0.8573020923109965,3400,72.94060563287091,4377,4033,4029.68,3999.2077020503884,4004.8907550057215,3988.9984654612954,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,air-voltaic-easy-invincible-4-80,Air Voltaic Easy Invincible 4 80%,128781,air-voltaic-invincible-4-easier,Air Voltaic Invincible 4 Easier,185406,2420,0.8573020923109965,3800,89.03420745021063,4680,4451,4447.4473684210525,4433.6553469127975,4448.850938286918,4406.256049566853,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,voxtargetswitch-2-large,voxTargetSwitch 2 Large,84880,voxtargetswitch-2-large,voxTargetSwitch 2 Large,84880,49629,1,67,1.6603195712184409,67.04,71,76,67,67,66.99999999999997,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,voxtargetswitch-2-large,voxTargetSwitch 2 Large,84880,voxtargetswitch-2-large,voxTargetSwitch 2 Large,84880,49629,1,78,7.0906123435894335,78.04,78.6,78.62773722627738,78,78,78,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,voxtargetswitch-2-large,voxTargetSwitch 2 Large,84880,voxtargetswitch-2-large,voxTargetSwitch 2 Large,84880,49629,1,87,16.34326704144754,87.05,87.25,87.28125,87,87,87,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,voxtargetswitch-2-large,voxTargetSwitch 2 Large,84880,voxtargetswitch-2-large,voxTargetSwitch 2 Large,84880,49629,1,95,28.84805254992041,95.05,95,95,95,95,95,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,voxtargetswitch-2-large,voxTargetSwitch 2 Large,84880,voxtargetswitch-2-large,voxTargetSwitch 2 Large,84880,49629,1,103,45.689012472546295,103.05,103.05,103.05,103,103,103,high
viscose-easier-s1-to-s2,Viscose Easier,Viscose Benchmark S2 Easier,voxtargetswitch-2-large,voxTargetSwitch 2 Large,84880,voxtargetswitch-2-large,voxTargetSwitch 2 Large,84880,49629,1,110,62.30631284128232,110.05,110,110.28571428571428,110,110,110.00000000000004,high
